q_c_seed,lambda_1,lambda_2,lambda_3,aa,tau,cdist,ci_prob_mean,mse
4,1,0.5,0,1.2,0,1.833333333,0.25,22.66912772
5,1,0.5,0,1.2,0,1.833333333,0.25,22.66912772
1,0.8,1,0,1.2,0,1.833333333,0.25,22.66912772
2,0.8,1,0,1.2,0,1.833333333,0.25,22.66912772
4,0.8,1,0,1.2,0,1.833333333,0.25,22.66912772
1,0.9,1,0,1.2,0,1.833333333,0.25,22.66912772
2,0.9,1,0,1.2,0,1.833333333,0.25,22.66912772
3,0.9,1,0,1.2,0,1.833333333,0.25,22.66912772
4,0.9,1,0,1.2,0,1.833333333,0.25,22.66912772
5,0.9,1,0,1.2,0,1.833333333,0.25,22.66912772
1,1,1,0,1.2,0,1.833333333,0.25,22.66912772
2,1,1,0,1.2,0,1.833333333,0.25,22.66912772
3,1,1,0,1.2,0,1.833333333,0.25,22.66912772
4,1,1,0,1.2,0,1.833333333,0.25,22.66912772
5,1,1,0,1.2,0,1.833333333,0.25,22.66912772
1,0.8,1.5,0,1.2,0,1.833333333,0.25,22.66912772
2,0.8,1.5,0,1.2,0,1.833333333,0.25,22.66912772
4,0.8,1.5,0,1.2,0,1.833333333,0.25,22.66912772
1,0.9,1.5,0,1.2,0,1.833333333,0.25,22.66912772
2,0.9,1.5,0,1.2,0,1.833333333,0.25,22.66912772
3,0.9,1.5,0,1.2,0,1.833333333,0.25,22.66912772
4,0.9,1.5,0,1.2,0,1.833333333,0.25,22.66912772
5,0.9,1.5,0,1.2,0,1.833333333,0.25,22.66912772
1,1,1.5,0,1.2,0,1.833333333,0.25,22.66912772
2,1,1.5,0,1.2,0,1.833333333,0.25,22.66912772
3,1,1.5,0,1.2,0,1.833333333,0.25,22.66912772
4,1,1.5,0,1.2,0,1.833333333,0.25,22.66912772
5,1,1.5,0,1.2,0,1.833333333,0.25,22.66912772
1,0.8,2,0,1.2,0,1.833333333,0.25,22.66912772
2,0.8,2,0,1.2,0,1.833333333,0.25,22.66912772
4,0.8,2,0,1.2,0,1.833333333,0.25,22.66912772
1,0.9,2,0,1.2,0,1.833333333,0.25,22.66912772
2,0.9,2,0,1.2,0,1.833333333,0.25,22.66912772
3,0.9,2,0,1.2,0,1.833333333,0.25,22.66912772
4,0.9,2,0,1.2,0,1.833333333,0.25,22.66912772
5,0.9,2,0,1.2,0,1.833333333,0.25,22.66912772
1,1,2,0,1.2,0,1.833333333,0.25,22.66912772
2,1,2,0,1.2,0,1.833333333,0.25,22.66912772
3,1,2,0,1.2,0,1.833333333,0.25,22.66912772
4,1,2,0,1.2,0,1.833333333,0.25,22.66912772
5,1,2,0,1.2,0,1.833333333,0.25,22.66912772
1,0.8,0,0.5,1.2,0,1.833333333,0.25,22.66912772
2,0.8,0,0.5,1.2,0,1.833333333,0.25,22.66912772
4,0.8,0,0.5,1.2,0,1.833333333,0.25,22.66912772
1,0.9,0,0.5,1.2,0,1.833333333,0.25,22.66912772
2,0.9,0,0.5,1.2,0,1.833333333,0.25,22.66912772
3,0.9,0,0.5,1.2,0,1.833333333,0.25,22.66912772
4,0.9,0,0.5,1.2,0,1.833333333,0.25,22.66912772
5,0.9,0,0.5,1.2,0,1.833333333,0.25,22.66912772
1,1,0,0.5,1.2,0,1.833333333,0.25,22.66912772
2,1,0,0.5,1.2,0,1.833333333,0.25,22.66912772
3,1,0,0.5,1.2,0,1.833333333,0.25,22.66912772
4,1,0,0.5,1.2,0,1.833333333,0.25,22.66912772
5,1,0,0.5,1.2,0,1.833333333,0.25,22.66912772
1,0.8,0.5,0.5,1.2,0,1.833333333,0.25,22.66912772
2,0.8,0.5,0.5,1.2,0,1.833333333,0.25,22.66912772
4,0.8,0.5,0.5,1.2,0,1.833333333,0.25,22.66912772
1,0.9,0.5,0.5,1.2,0,1.833333333,0.25,22.66912772
2,0.9,0.5,0.5,1.2,0,1.833333333,0.25,22.66912772
3,0.9,0.5,0.5,1.2,0,1.833333333,0.25,22.66912772
4,0.9,0.5,0.5,1.2,0,1.833333333,0.25,22.66912772
5,0.9,0.5,0.5,1.2,0,1.833333333,0.25,22.66912772
1,1,0.5,0.5,1.2,0,1.833333333,0.25,22.66912772
2,1,0.5,0.5,1.2,0,1.833333333,0.25,22.66912772
3,1,0.5,0.5,1.2,0,1.833333333,0.25,22.66912772
4,1,0.5,0.5,1.2,0,1.833333333,0.25,22.66912772
5,1,0.5,0.5,1.2,0,1.833333333,0.25,22.66912772
1,0.8,1,0.5,1.2,0,1.833333333,0.25,22.66912772
2,0.8,1,0.5,1.2,0,1.833333333,0.25,22.66912772
4,0.8,1,0.5,1.2,0,1.833333333,0.25,22.66912772
1,0.9,1,0.5,1.2,0,1.833333333,0.25,22.66912772
2,0.9,1,0.5,1.2,0,1.833333333,0.25,22.66912772
3,0.9,1,0.5,1.2,0,1.833333333,0.25,22.66912772
4,0.9,1,0.5,1.2,0,1.833333333,0.25,22.66912772
5,0.9,1,0.5,1.2,0,1.833333333,0.25,22.66912772
1,1,1,0.5,1.2,0,1.833333333,0.25,22.66912772
2,1,1,0.5,1.2,0,1.833333333,0.25,22.66912772
3,1,1,0.5,1.2,0,1.833333333,0.25,22.66912772
4,1,1,0.5,1.2,0,1.833333333,0.25,22.66912772
5,1,1,0.5,1.2,0,1.833333333,0.25,22.66912772
1,0.8,1.5,0.5,1.2,0,1.833333333,0.25,22.66912772
2,0.8,1.5,0.5,1.2,0,1.833333333,0.25,22.66912772
4,0.8,1.5,0.5,1.2,0,1.833333333,0.25,22.66912772
1,0.9,1.5,0.5,1.2,0,1.833333333,0.25,22.66912772
2,0.9,1.5,0.5,1.2,0,1.833333333,0.25,22.66912772
3,0.9,1.5,0.5,1.2,0,1.833333333,0.25,22.66912772
4,0.9,1.5,0.5,1.2,0,1.833333333,0.25,22.66912772
5,0.9,1.5,0.5,1.2,0,1.833333333,0.25,22.66912772
1,1,1.5,0.5,1.2,0,1.833333333,0.25,22.66912772
2,1,1.5,0.5,1.2,0,1.833333333,0.25,22.66912772
3,1,1.5,0.5,1.2,0,1.833333333,0.25,22.66912772
4,1,1.5,0.5,1.2,0,1.833333333,0.25,22.66912772
5,1,1.5,0.5,1.2,0,1.833333333,0.25,22.66912772
1,0.8,2,0.5,1.2,0,1.833333333,0.25,22.66912772
2,0.8,2,0.5,1.2,0,1.833333333,0.25,22.66912772
4,0.8,2,0.5,1.2,0,1.833333333,0.25,22.66912772
1,0.9,2,0.5,1.2,0,1.833333333,0.25,22.66912772
2,0.9,2,0.5,1.2,0,1.833333333,0.25,22.66912772
3,0.9,2,0.5,1.2,0,1.833333333,0.25,22.66912772
4,0.9,2,0.5,1.2,0,1.833333333,0.25,22.66912772
5,0.9,2,0.5,1.2,0,1.833333333,0.25,22.66912772
1,1,2,0.5,1.2,0,1.833333333,0.25,22.66912772
2,1,2,0.5,1.2,0,1.833333333,0.25,22.66912772
3,1,2,0.5,1.2,0,1.833333333,0.25,22.66912772
4,1,2,0.5,1.2,0,1.833333333,0.25,22.66912772
5,1,2,0.5,1.2,0,1.833333333,0.25,22.66912772
1,0.8,0,1,1.2,0,1.833333333,0.25,22.66912772
2,0.8,0,1,1.2,0,1.833333333,0.25,22.66912772
4,0.8,0,1,1.2,0,1.833333333,0.25,22.66912772
1,0.9,0,1,1.2,0,1.833333333,0.25,22.66912772
2,0.9,0,1,1.2,0,1.833333333,0.25,22.66912772
3,0.9,0,1,1.2,0,1.833333333,0.25,22.66912772
4,0.9,0,1,1.2,0,1.833333333,0.25,22.66912772
5,0.9,0,1,1.2,0,1.833333333,0.25,22.66912772
1,1,0,1,1.2,0,1.833333333,0.25,22.66912772
2,1,0,1,1.2,0,1.833333333,0.25,22.66912772
3,1,0,1,1.2,0,1.833333333,0.25,22.66912772
4,1,0,1,1.2,0,1.833333333,0.25,22.66912772
5,1,0,1,1.2,0,1.833333333,0.25,22.66912772
1,0.8,0.5,1,1.2,0,1.833333333,0.25,22.66912772
2,0.8,0.5,1,1.2,0,1.833333333,0.25,22.66912772
4,0.8,0.5,1,1.2,0,1.833333333,0.25,22.66912772
1,0.9,0.5,1,1.2,0,1.833333333,0.25,22.66912772
2,0.9,0.5,1,1.2,0,1.833333333,0.25,22.66912772
3,0.9,0.5,1,1.2,0,1.833333333,0.25,22.66912772
4,0.9,0.5,1,1.2,0,1.833333333,0.25,22.66912772
5,0.9,0.5,1,1.2,0,1.833333333,0.25,22.66912772
1,1,0.5,1,1.2,0,1.833333333,0.25,22.66912772
2,1,0.5,1,1.2,0,1.833333333,0.25,22.66912772
3,1,0.5,1,1.2,0,1.833333333,0.25,22.66912772
4,1,0.5,1,1.2,0,1.833333333,0.25,22.66912772
5,1,0.5,1,1.2,0,1.833333333,0.25,22.66912772
1,0.8,1,1,1.2,0,1.833333333,0.25,22.66912772
2,0.8,1,1,1.2,0,1.833333333,0.25,22.66912772
4,0.8,1,1,1.2,0,1.833333333,0.25,22.66912772
1,0.9,1,1,1.2,0,1.833333333,0.25,22.66912772
2,0.9,1,1,1.2,0,1.833333333,0.25,22.66912772
3,0.9,1,1,1.2,0,1.833333333,0.25,22.66912772
4,0.9,1,1,1.2,0,1.833333333,0.25,22.66912772
5,0.9,1,1,1.2,0,1.833333333,0.25,22.66912772
1,1,1,1,1.2,0,1.833333333,0.25,22.66912772
2,1,1,1,1.2,0,1.833333333,0.25,22.66912772
3,1,1,1,1.2,0,1.833333333,0.25,22.66912772
4,1,1,1,1.2,0,1.833333333,0.25,22.66912772
5,1,1,1,1.2,0,1.833333333,0.25,22.66912772
1,0.8,1.5,1,1.2,0,1.833333333,0.25,22.66912772
2,0.8,1.5,1,1.2,0,1.833333333,0.25,22.66912772
4,0.8,1.5,1,1.2,0,1.833333333,0.25,22.66912772
1,0.9,1.5,1,1.2,0,1.833333333,0.25,22.66912772
2,0.9,1.5,1,1.2,0,1.833333333,0.25,22.66912772
3,0.9,1.5,1,1.2,0,1.833333333,0.25,22.66912772
4,0.9,1.5,1,1.2,0,1.833333333,0.25,22.66912772
5,0.9,1.5,1,1.2,0,1.833333333,0.25,22.66912772
1,1,1.5,1,1.2,0,1.833333333,0.25,22.66912772
2,1,1.5,1,1.2,0,1.833333333,0.25,22.66912772
3,1,1.5,1,1.2,0,1.833333333,0.25,22.66912772
4,1,1.5,1,1.2,0,1.833333333,0.25,22.66912772
5,1,1.5,1,1.2,0,1.833333333,0.25,22.66912772
1,0.8,2,1,1.2,0,1.833333333,0.25,22.66912772
2,0.8,2,1,1.2,0,1.833333333,0.25,22.66912772
4,0.8,2,1,1.2,0,1.833333333,0.25,22.66912772
1,0.9,2,1,1.2,0,1.833333333,0.25,22.66912772
2,0.9,2,1,1.2,0,1.833333333,0.25,22.66912772
3,0.9,2,1,1.2,0,1.833333333,0.25,22.66912772
4,0.9,2,1,1.2,0,1.833333333,0.25,22.66912772
5,0.9,2,1,1.2,0,1.833333333,0.25,22.66912772
1,1,2,1,1.2,0,1.833333333,0.25,22.66912772
2,1,2,1,1.2,0,1.833333333,0.25,22.66912772
3,1,2,1,1.2,0,1.833333333,0.25,22.66912772
4,1,2,1,1.2,0,1.833333333,0.25,22.66912772
5,1,2,1,1.2,0,1.833333333,0.25,22.66912772
1,0.8,0,1.5,1.2,0,1.833333333,0.25,22.66912772
2,0.8,0,1.5,1.2,0,1.833333333,0.25,22.66912772
4,0.8,0,1.5,1.2,0,1.833333333,0.25,22.66912772
1,0.9,0,1.5,1.2,0,1.833333333,0.25,22.66912772
2,0.9,0,1.5,1.2,0,1.833333333,0.25,22.66912772
3,0.9,0,1.5,1.2,0,1.833333333,0.25,22.66912772
4,0.9,0,1.5,1.2,0,1.833333333,0.25,22.66912772
5,0.9,0,1.5,1.2,0,1.833333333,0.25,22.66912772
1,1,0,1.5,1.2,0,1.833333333,0.25,22.66912772
2,1,0,1.5,1.2,0,1.833333333,0.25,22.66912772
3,1,0,1.5,1.2,0,1.833333333,0.25,22.66912772
4,1,0,1.5,1.2,0,1.833333333,0.25,22.66912772
5,1,0,1.5,1.2,0,1.833333333,0.25,22.66912772
1,0.8,0.5,1.5,1.2,0,1.833333333,0.25,22.66912772
2,0.8,0.5,1.5,1.2,0,1.833333333,0.25,22.66912772
4,0.8,0.5,1.5,1.2,0,1.833333333,0.25,22.66912772
1,0.9,0.5,1.5,1.2,0,1.833333333,0.25,22.66912772
2,0.9,0.5,1.5,1.2,0,1.833333333,0.25,22.66912772
3,0.9,0.5,1.5,1.2,0,1.833333333,0.25,22.66912772
4,0.9,0.5,1.5,1.2,0,1.833333333,0.25,22.66912772
5,0.9,0.5,1.5,1.2,0,1.833333333,0.25,22.66912772
1,1,0.5,1.5,1.2,0,1.833333333,0.25,22.66912772
2,1,0.5,1.5,1.2,0,1.833333333,0.25,22.66912772
3,1,0.5,1.5,1.2,0,1.833333333,0.25,22.66912772
4,1,0.5,1.5,1.2,0,1.833333333,0.25,22.66912772
5,1,0.5,1.5,1.2,0,1.833333333,0.25,22.66912772
1,0.8,1,1.5,1.2,0,1.833333333,0.25,22.66912772
2,0.8,1,1.5,1.2,0,1.833333333,0.25,22.66912772
4,0.8,1,1.5,1.2,0,1.833333333,0.25,22.66912772
1,0.9,1,1.5,1.2,0,1.833333333,0.25,22.66912772
2,0.9,1,1.5,1.2,0,1.833333333,0.25,22.66912772
3,0.9,1,1.5,1.2,0,1.833333333,0.25,22.66912772
4,0.9,1,1.5,1.2,0,1.833333333,0.25,22.66912772
5,0.9,1,1.5,1.2,0,1.833333333,0.25,22.66912772
1,1,1,1.5,1.2,0,1.833333333,0.25,22.66912772
2,1,1,1.5,1.2,0,1.833333333,0.25,22.66912772
3,1,1,1.5,1.2,0,1.833333333,0.25,22.66912772
4,1,1,1.5,1.2,0,1.833333333,0.25,22.66912772
5,1,1,1.5,1.2,0,1.833333333,0.25,22.66912772
1,0.8,1.5,1.5,1.2,0,1.833333333,0.25,22.66912772
2,0.8,1.5,1.5,1.2,0,1.833333333,0.25,22.66912772
4,0.8,1.5,1.5,1.2,0,1.833333333,0.25,22.66912772
1,0.9,1.5,1.5,1.2,0,1.833333333,0.25,22.66912772
2,0.9,1.5,1.5,1.2,0,1.833333333,0.25,22.66912772
3,0.9,1.5,1.5,1.2,0,1.833333333,0.25,22.66912772
4,0.9,1.5,1.5,1.2,0,1.833333333,0.25,22.66912772
5,0.9,1.5,1.5,1.2,0,1.833333333,0.25,22.66912772
1,1,1.5,1.5,1.2,0,1.833333333,0.25,22.66912772
2,1,1.5,1.5,1.2,0,1.833333333,0.25,22.66912772
3,1,1.5,1.5,1.2,0,1.833333333,0.25,22.66912772
4,1,1.5,1.5,1.2,0,1.833333333,0.25,22.66912772
5,1,1.5,1.5,1.2,0,1.833333333,0.25,22.66912772
1,0.8,2,1.5,1.2,0,1.833333333,0.25,22.66912772
2,0.8,2,1.5,1.2,0,1.833333333,0.25,22.66912772
4,0.8,2,1.5,1.2,0,1.833333333,0.25,22.66912772
1,0.9,2,1.5,1.2,0,1.833333333,0.25,22.66912772
2,0.9,2,1.5,1.2,0,1.833333333,0.25,22.66912772
3,0.9,2,1.5,1.2,0,1.833333333,0.25,22.66912772
4,0.9,2,1.5,1.2,0,1.833333333,0.25,22.66912772
5,0.9,2,1.5,1.2,0,1.833333333,0.25,22.66912772
1,1,2,1.5,1.2,0,1.833333333,0.25,22.66912772
2,1,2,1.5,1.2,0,1.833333333,0.25,22.66912772
3,1,2,1.5,1.2,0,1.833333333,0.25,22.66912772
4,1,2,1.5,1.2,0,1.833333333,0.25,22.66912772
5,1,2,1.5,1.2,0,1.833333333,0.25,22.66912772
