"q_c_seed","aa","l1","l2","l3","tau","cdist","mse"
"2","1.8","0.5","0","2","0.5","1.833333","22.66913"
"3","1.8","0.5","0","2","0.5","1.833333","22.66913"
"4","1.8","0.5","0","2","0.5","1.833333","22.66913"
"5","1.8","0.5","0","2","0.5","1.833333","22.66913"
"1","1.8","0.1","0.5","2","0.5","1.479202","4.207109"
"2","1.8","0.1","0.5","2","0.5","1.479343","4.206944"
"3","1.8","0.1","0.5","2","0.5","1.425802","3.637468"
"4","1.8","0.1","0.5","2","0.5","1.479391","4.206909"
"5","1.8","0.1","0.5","2","0.5","1.424555","3.639071"
"1","1.8","0.2","0.5","2","0.5","1.347088","2.859376"
"2","1.8","0.2","0.5","2","0.5","1.244787","4.460772"
"3","1.8","0.2","0.5","2","0.5","1.245005","4.458497"
"4","1.8","0.2","0.5","2","0.5","1.245287","4.458524"
"5","1.8","0.2","0.5","2","0.5","1.244999","4.459076"
"1","1.8","0.3","0.5","2","0.5","1.833333","22.66913"
"2","1.8","0.3","0.5","2","0.5","1.833333","22.66913"
"3","1.8","0.3","0.5","2","0.5","1.833333","22.66913"
"4","1.8","0.3","0.5","2","0.5","1.833333","22.66913"
"5","1.8","0.3","0.5","2","0.5","1.833333","22.66913"
"1","1.8","0.4","0.5","2","0.5","1.833333","22.66913"
"2","1.8","0.4","0.5","2","0.5","1.833333","22.66913"
"3","1.8","0.4","0.5","2","0.5","1.833333","22.66913"
"4","1.8","0.4","0.5","2","0.5","1.833333","22.66913"
"5","1.8","0.4","0.5","2","0.5","1.833333","22.66913"
"1","1.8","0.5","0.5","2","0.5","1.833333","22.66913"
"2","1.8","0.5","0.5","2","0.5","1.833333","22.66913"
"3","1.8","0.5","0.5","2","0.5","1.833333","22.66913"
"4","1.8","0.5","0.5","2","0.5","1.833333","22.66913"
"5","1.8","0.5","0.5","2","0.5","1.833333","22.66913"
"1","1.8","0.1","1","2","0.5","1.628871","6.896937"
"2","1.8","0.1","1","2","0.5","1.608692","6.600548"
"3","1.8","0.1","1","2","0.5","1.605095","6.689443"
"4","1.8","0.1","1","2","0.5","1.623167","6.929752"
"5","1.8","0.1","1","2","0.5","1.630329","6.812763"
"1","1.8","0.2","1","2","0.5","1.502802","6.776098"
"2","1.8","0.2","1","2","0.5","1.512092","7.340196"
"3","1.8","0.2","1","2","0.5","1.505353","7.002779"
"4","1.8","0.2","1","2","0.5","1.499633","6.896654"
"5","1.8","0.2","1","2","0.5","1.502667","7.073059"
"1","1.8","0.3","1","2","0.5","1.833333","22.66913"
"2","1.8","0.3","1","2","0.5","1.833333","22.66913"
"3","1.8","0.3","1","2","0.5","1.833333","22.66913"
"4","1.8","0.3","1","2","0.5","1.833333","22.66913"
"5","1.8","0.3","1","2","0.5","1.833333","22.66913"
"1","1.8","0.4","1","2","0.5","1.833333","22.66913"
"2","1.8","0.4","1","2","0.5","1.833333","22.66913"
"3","1.8","0.4","1","2","0.5","1.833333","22.66913"
"4","1.8","0.4","1","2","0.5","1.833333","22.66913"
"5","1.8","0.4","1","2","0.5","1.833333","22.66913"
"1","1.8","0.5","1","2","0.5","1.833333","22.66913"
"2","1.8","0.5","1","2","0.5","1.833333","22.66913"
"3","1.8","0.5","1","2","0.5","1.833333","22.66913"
"4","1.8","0.5","1","2","0.5","1.833333","22.66913"
"5","1.8","0.5","1","2","0.5","1.833333","22.66913"
"1","1.8","0.1","1.5","2","0.5","1.564011","14.19367"
"2","1.8","0.1","1.5","2","0.5","1.702277","15.54393"
"3","1.8","0.1","1.5","2","0.5","1.695696","15.30814"
"4","1.8","0.1","1.5","2","0.5","1.722678","15.78977"
"5","1.8","0.1","1.5","2","0.5","1.69595","15.31343"
"1","1.8","0.2","1.5","2","0.5","1.759603","17.99278"
"2","1.8","0.2","1.5","2","0.5","1.557577","14.88879"
"3","1.8","0.2","1.5","2","0.5","1.671833","16.20794"
"4","1.8","0.2","1.5","2","0.5","1.642977","15.60919"
"5","1.8","0.2","1.5","2","0.5","1.696639","16.97718"
"1","1.8","0.3","1.5","2","0.5","1.833333","22.66913"
"2","1.8","0.3","1.5","2","0.5","1.833333","22.66913"
"3","1.8","0.3","1.5","2","0.5","1.833333","22.66913"
"4","1.8","0.3","1.5","2","0.5","1.833333","22.66913"
"5","1.8","0.3","1.5","2","0.5","1.833333","22.66913"
"1","1.8","0.4","1.5","2","0.5","1.833333","22.66913"
"2","1.8","0.4","1.5","2","0.5","1.833333","22.66913"
"3","1.8","0.4","1.5","2","0.5","1.833333","22.66913"
"4","1.8","0.4","1.5","2","0.5","1.833333","22.66913"
"5","1.8","0.4","1.5","2","0.5","1.833333","22.66913"
"1","1.8","0.5","1.5","2","0.5","1.833333","22.66913"
"2","1.8","0.5","1.5","2","0.5","1.833333","22.66913"
"3","1.8","0.5","1.5","2","0.5","1.833333","22.66913"
"4","1.8","0.5","1.5","2","0.5","1.833333","22.66913"
"5","1.8","0.5","1.5","2","0.5","1.833333","22.66913"
"1","1.8","0.1","2","2","0.5","1.616703","13.89303"
"2","1.8","0.1","2","2","0.5","1.728833","14.91387"
"3","1.8","0.1","2","2","0.5","1.905759","18.40923"
"4","1.8","0.1","2","2","0.5","1.68622","14.91909"
"5","1.8","0.1","2","2","0.5","1.913932","18.49144"
"1","1.8","0.2","2","2","0.5","1.716875","17.28164"
"2","1.8","0.2","2","2","0.5","1.538191","14.48771"
"3","1.8","0.2","2","2","0.5","1.54369","14.6547"
"4","1.8","0.2","2","2","0.5","1.494709","13.88905"
"5","1.8","0.2","2","2","0.5","1.784457","18.28139"
"1","1.8","0.3","2","2","0.5","1.833333","22.66913"
"2","1.8","0.3","2","2","0.5","1.833333","22.66913"
"3","1.8","0.3","2","2","0.5","1.833333","22.66913"
"4","1.8","0.3","2","2","0.5","1.833333","22.66913"
"5","1.8","0.3","2","2","0.5","1.833333","22.66913"
"1","1.8","0.4","2","2","0.5","1.833333","22.66913"
"2","1.8","0.4","2","2","0.5","1.833333","22.66913"
"3","1.8","0.4","2","2","0.5","1.833333","22.66913"
"4","1.8","0.4","2","2","0.5","1.833333","22.66913"
"5","1.8","0.4","2","2","0.5","1.833333","22.66913"
"1","1.8","0.5","2","2","0.5","1.833333","22.66913"
"2","1.8","0.5","2","2","0.5","1.833333","22.66913"
"3","1.8","0.5","2","2","0.5","1.833333","22.66913"
"4","1.8","0.5","2","2","0.5","1.833333","22.66913"
"5","1.8","0.5","2","2","0.5","1.833333","22.66913"
"1","2.4","0.1","0","0","0.5","0.5031096","1.505838"
"2","2.4","0.1","0","0","0.5","0.6456332","1.627177"
"3","2.4","0.1","0","0","0.5","0.6308579","1.627195"
"4","2.4","0.1","0","0","0.5","0.4826815","1.656197"
"5","2.4","0.1","0","0","0.5","0.6167054","1.627217"
"1","2.4","0.2","0","0","0.5","0.6601419","1.660735"
"2","2.4","0.2","0","0","0.5","0.6601419","1.660735"
"3","2.4","0.2","0","0","0.5","0.6601419","1.660735"
"4","2.4","0.2","0","0","0.5","0.6129082","1.627196"
"5","2.4","0.2","0","0","0.5","0.6601419","1.660735"
"1","2.4","0.3","0","0","0.5","1.833333","22.66913"
"2","2.4","0.3","0","0","0.5","1.833333","22.66913"
"3","2.4","0.3","0","0","0.5","1.833333","22.66913"
"4","2.4","0.3","0","0","0.5","1.833333","22.66913"
"5","2.4","0.3","0","0","0.5","1.833333","22.66913"
"1","2.4","0.4","0","0","0.5","1.833333","22.66913"
"2","2.4","0.4","0","0","0.5","1.833333","22.66913"
"3","2.4","0.4","0","0","0.5","1.833333","22.66913"
"4","2.4","0.4","0","0","0.5","1.833333","22.66913"
"5","2.4","0.4","0","0","0.5","1.833333","22.66913"
"1","2.4","0.5","0","0","0.5","1.833333","22.66913"
"2","2.4","0.5","0","0","0.5","1.833333","22.66913"
"3","2.4","0.5","0","0","0.5","1.833333","22.66913"
"4","2.4","0.5","0","0","0.5","1.833333","22.66913"
"5","2.4","0.5","0","0","0.5","1.833333","22.66913"
"1","2.4","0.1","0.5","0","0.5","1.124845","1.050591"
"2","2.4","0.1","0.5","0","0.5","0.6601421","1.660734"
"3","2.4","0.1","0.5","0","0.5","0.6601421","1.660734"
"4","2.4","0.1","0.5","0","0.5","0.2716534","1.001401"
"5","2.4","0.1","0.5","0","0.5","0.6607548","1.660019"
"1","2.4","0.2","0.5","0","0.5","0.6601419","1.660735"
"2","2.4","0.2","0.5","0","0.5","0.6601419","1.660735"
"3","2.4","0.2","0.5","0","0.5","0.6601419","1.660735"
"4","2.4","0.2","0.5","0","0.5","0.6932796","1.65705"
"5","2.4","0.2","0.5","0","0.5","0.6601419","1.660735"
"1","2.4","0.3","0.5","0","0.5","1.833333","22.66913"
"2","2.4","0.3","0.5","0","0.5","1.833333","22.66913"
"3","2.4","0.3","0.5","0","0.5","1.833333","22.66913"
"4","2.4","0.3","0.5","0","0.5","1.833333","22.66913"
"5","2.4","0.3","0.5","0","0.5","1.833333","22.66913"
"1","2.4","0.4","0.5","0","0.5","1.833333","22.66913"
"2","2.4","0.4","0.5","0","0.5","1.833333","22.66913"
"3","2.4","0.4","0.5","0","0.5","1.833333","22.66913"
"4","2.4","0.4","0.5","0","0.5","1.833333","22.66913"
"5","2.4","0.4","0.5","0","0.5","1.833333","22.66913"
"1","2.4","0.5","0.5","0","0.5","1.833333","22.66913"
"2","2.4","0.5","0.5","0","0.5","1.833333","22.66913"
"3","2.4","0.5","0.5","0","0.5","1.833333","22.66913"
"4","2.4","0.5","0.5","0","0.5","1.833333","22.66913"
"5","2.4","0.5","0.5","0","0.5","1.833333","22.66913"
"1","2.4","0.1","1","0","0.5","1.491762","1.773862"
"2","2.4","0.1","1","0","0.5","1.491762","1.773862"
"3","2.4","0.1","1","0","0.5","1.497748","1.750002"
"4","2.4","0.1","1","0","0.5","1.491762","1.765774"
"5","2.4","0.1","1","0","0.5","1.491762","1.746013"
"1","2.4","0.2","1","0","0.5","1.493728","1.761676"
"2","2.4","0.2","1","0","0.5","1.493728","1.787346"
"3","2.4","0.2","1","0","0.5","1.493728","1.767834"
"4","2.4","0.2","1","0","0.5","1.493728","1.787346"
"5","2.4","0.2","1","0","0.5","1.493728","1.750721"
"1","2.4","0.3","1","0","0.5","1.833333","22.66913"
"2","2.4","0.3","1","0","0.5","1.833333","22.66913"
"3","2.4","0.3","1","0","0.5","1.833333","22.66913"
"4","2.4","0.3","1","0","0.5","1.833333","22.66913"
"5","2.4","0.3","1","0","0.5","1.833333","22.66913"
"1","2.4","0.4","1","0","0.5","1.833333","22.66913"
"2","2.4","0.4","1","0","0.5","1.833333","22.66913"
"3","2.4","0.4","1","0","0.5","1.833333","22.66913"
"4","2.4","0.4","1","0","0.5","1.833333","22.66913"
"5","2.4","0.4","1","0","0.5","1.833333","22.66913"
"1","2.4","0.5","1","0","0.5","1.833333","22.66913"
"2","2.4","0.5","1","0","0.5","1.833333","22.66913"
"3","2.4","0.5","1","0","0.5","1.833333","22.66913"
"4","2.4","0.5","1","0","0.5","1.833333","22.66913"
"5","2.4","0.5","1","0","0.5","1.833333","22.66913"
"1","2.4","0.1","1.5","0","0.5","1.826779","17.92867"
"2","2.4","0.1","1.5","0","0.5","1.826705","17.93376"
"3","2.4","0.1","1.5","0","0.5","1.926413","19.5336"
"4","2.4","0.1","1.5","0","0.5","1.849685","18.54656"
"5","2.4","0.1","1.5","0","0.5","1.926413","19.5336"
"1","2.4","0.2","1.5","0","0.5","1.722786","18.07139"
"2","2.4","0.2","1.5","0","0.5","1.457353","13.61943"
"3","2.4","0.2","1.5","0","0.5","1.650296","16.54947"
"4","2.4","0.2","1.5","0","0.5","1.497661","13.10089"
"5","2.4","0.2","1.5","0","0.5","1.56127","14.83906"
"1","2.4","0.3","1.5","0","0.5","1.833333","22.66913"
"2","2.4","0.3","1.5","0","0.5","1.833333","22.66913"
"3","2.4","0.3","1.5","0","0.5","1.833333","22.66913"
"4","2.4","0.3","1.5","0","0.5","1.833333","22.66913"
"5","2.4","0.3","1.5","0","0.5","1.833333","22.66913"
"1","2.4","0.4","1.5","0","0.5","1.833333","22.66913"
"2","2.4","0.4","1.5","0","0.5","1.833333","22.66913"
"3","2.4","0.4","1.5","0","0.5","1.833333","22.66913"
"4","2.4","0.4","1.5","0","0.5","1.833333","22.66913"
"5","2.4","0.4","1.5","0","0.5","1.833333","22.66913"
"1","2.4","0.5","1.5","0","0.5","1.833333","22.66913"
"2","2.4","0.5","1.5","0","0.5","1.833333","22.66913"
"3","2.4","0.5","1.5","0","0.5","1.833333","22.66913"
"4","2.4","0.5","1.5","0","0.5","1.833333","22.66913"
"5","2.4","0.5","1.5","0","0.5","1.833333","22.66913"
"1","2.4","0.1","2","0","0.5","1.944452","19.46034"
"2","2.4","0.1","2","0","0.5","1.946862","19.48978"
"3","2.4","0.1","2","0","0.5","1.638759","13.79531"
"4","2.4","0.1","2","0","0.5","1.656416","16.2677"
"5","2.4","0.1","2","0","0.5","1.638844","13.79639"
"1","2.4","0.2","2","0","0.5","1.797702","19.37808"
"2","2.4","0.2","2","0","0.5","1.544215","15.24212"
"3","2.4","0.2","2","0","0.5","1.591891","15.35108"
"4","2.4","0.2","2","0","0.5","1.832156","20.28029"
"5","2.4","0.2","2","0","0.5","1.807012","19.69213"
"1","2.4","0.3","2","0","0.5","1.833333","22.66913"
"2","2.4","0.3","2","0","0.5","1.833333","22.66913"
"3","2.4","0.3","2","0","0.5","1.833333","22.66913"
"4","2.4","0.3","2","0","0.5","1.833333","22.66913"
"5","2.4","0.3","2","0","0.5","1.833333","22.66913"
"1","2.4","0.4","2","0","0.5","1.833333","22.66913"
"2","2.4","0.4","2","0","0.5","1.833333","22.66913"
"3","2.4","0.4","2","0","0.5","1.833333","22.66913"
"4","2.4","0.4","2","0","0.5","1.833333","22.66913"
"5","2.4","0.4","2","0","0.5","1.833333","22.66913"
"1","2.4","0.5","2","0","0.5","1.833333","22.66913"
"2","2.4","0.5","2","0","0.5","1.833333","22.66913"
"3","2.4","0.5","2","0","0.5","1.833333","22.66913"
"4","2.4","0.5","2","0","0.5","1.833333","22.66913"
"5","2.4","0.5","2","0","0.5","1.833333","22.66913"
"1","2.4","0.1","0","0.5","0.5","1.051305","0.8681736"
"2","2.4","0.1","0","0.5","0.5","1.051346","0.8681893"
"3","2.4","0.1","0","0.5","0.5","1.158832","1.030498"
"4","2.4","0.1","0","0.5","0.5","1.523936","2.055221"
"5","2.4","0.1","0","0.5","0.5","1.051309","0.8681794"
"1","2.4","0.2","0","0.5","0.5","0.6601419","1.660735"
"2","2.4","0.2","0","0.5","0.5","0.9991249","1.985894"
"3","2.4","0.2","0","0.5","0.5","0.6601419","1.660735"
"4","2.4","0.2","0","0.5","0.5","0.8723677","1.425258"
"5","2.4","0.2","0","0.5","0.5","0.9495937","1.75323"
"1","2.4","0.3","0","0.5","0.5","1.833333","22.66913"
"2","2.4","0.3","0","0.5","0.5","1.833333","22.66913"
"3","2.4","0.3","0","0.5","0.5","1.833333","22.66913"
"4","2.4","0.3","0","0.5","0.5","1.833333","22.66913"
"5","2.4","0.3","0","0.5","0.5","1.833333","22.66913"
"1","2.4","0.4","0","0.5","0.5","1.833333","22.66913"
"2","2.4","0.4","0","0.5","0.5","1.833333","22.66913"
"3","2.4","0.4","0","0.5","0.5","1.833333","22.66913"
"4","2.4","0.4","0","0.5","0.5","1.833333","22.66913"
"5","2.4","0.4","0","0.5","0.5","1.833333","22.66913"
"1","2.4","0.5","0","0.5","0.5","1.833333","22.66913"
"2","2.4","0.5","0","0.5","0.5","1.833333","22.66913"
"3","2.4","0.5","0","0.5","0.5","1.833333","22.66913"
"4","2.4","0.5","0","0.5","0.5","1.833333","22.66913"
"5","2.4","0.5","0","0.5","0.5","1.833333","22.66913"
"1","2.4","0.1","0.5","0.5","0.5","1.493728","1.761676"
"2","2.4","0.1","0.5","0.5","0.5","0.7541182","1.524914"
"3","2.4","0.1","0.5","0.5","0.5","0.7316195","1.533395"
"4","2.4","0.1","0.5","0.5","0.5","0.816371","1.468153"
"5","2.4","0.1","0.5","0.5","0.5","0.7823931","1.504227"
"1","2.4","0.2","0.5","0.5","0.5","1.177886","1.276065"
"2","2.4","0.2","0.5","0.5","0.5","0.7093569","1.562123"
"3","2.4","0.2","0.5","0.5","0.5","0.6601419","1.660735"
"4","2.4","0.2","0.5","0.5","0.5","0.6940563","1.657035"
"5","2.4","0.2","0.5","0.5","0.5","0.6601419","1.660735"
"1","2.4","0.3","0.5","0.5","0.5","1.833333","22.66913"
"2","2.4","0.3","0.5","0.5","0.5","1.833333","22.66913"
"3","2.4","0.3","0.5","0.5","0.5","1.833333","22.66913"
"4","2.4","0.3","0.5","0.5","0.5","1.833333","22.66913"
"5","2.4","0.3","0.5","0.5","0.5","1.833333","22.66913"
"1","2.4","0.4","0.5","0.5","0.5","1.833333","22.66913"
"2","2.4","0.4","0.5","0.5","0.5","1.833333","22.66913"
"3","2.4","0.4","0.5","0.5","0.5","1.833333","22.66913"
"4","2.4","0.4","0.5","0.5","0.5","1.833333","22.66913"
"5","2.4","0.4","0.5","0.5","0.5","1.833333","22.66913"
"1","2.4","0.5","0.5","0.5","0.5","1.833333","22.66913"
"2","2.4","0.5","0.5","0.5","0.5","1.833333","22.66913"
"3","2.4","0.5","0.5","0.5","0.5","1.833333","22.66913"
"4","2.4","0.5","0.5","0.5","0.5","1.833333","22.66913"
"5","2.4","0.5","0.5","0.5","0.5","1.833333","22.66913"
"1","2.4","0.1","1","0.5","0.5","1.496792","1.743242"
"2","2.4","0.1","1","0.5","0.5","1.491761","1.765775"
"3","2.4","0.1","1","0.5","0.5","1.491762","1.746013"
"4","2.4","0.1","1","0.5","0.5","1.491761","1.740685"
"5","2.4","0.1","1","0.5","0.5","1.491762","1.746013"
"1","2.4","0.2","1","0.5","0.5","1.493728","1.787346"
"2","2.4","0.2","1","0.5","0.5","1.493728","1.787346"
"3","2.4","0.2","1","0.5","0.5","1.493728","1.774233"
"4","2.4","0.2","1","0.5","0.5","1.493728","1.780718"
"5","2.4","0.2","1","0.5","0.5","1.493728","1.761676"
"1","2.4","0.3","1","0.5","0.5","1.833333","22.66913"
"2","2.4","0.3","1","0.5","0.5","1.833333","22.66913"
"3","2.4","0.3","1","0.5","0.5","1.833333","22.66913"
"4","2.4","0.3","1","0.5","0.5","1.833333","22.66913"
"5","2.4","0.3","1","0.5","0.5","1.833333","22.66913"
"1","2.4","0.4","1","0.5","0.5","1.833333","22.66913"
"2","2.4","0.4","1","0.5","0.5","1.833333","22.66913"
"3","2.4","0.4","1","0.5","0.5","1.833333","22.66913"
"4","2.4","0.4","1","0.5","0.5","1.833333","22.66913"
"5","2.4","0.4","1","0.5","0.5","1.833333","22.66913"
"1","2.4","0.5","1","0.5","0.5","1.833333","22.66913"
"2","2.4","0.5","1","0.5","0.5","1.833333","22.66913"
"3","2.4","0.5","1","0.5","0.5","1.833333","22.66913"
"4","2.4","0.5","1","0.5","0.5","1.833333","22.66913"
"5","2.4","0.5","1","0.5","0.5","1.833333","22.66913"
"1","2.4","0.1","1.5","0.5","0.5","1.529067","11.49592"
"2","2.4","0.1","1.5","0.5","0.5","1.529072","11.49597"
"3","2.4","0.1","1.5","0.5","0.5","1.789821","17.19975"
"4","2.4","0.1","1.5","0.5","0.5","1.889619","19.33197"
"5","2.4","0.1","1.5","0.5","0.5","1.78793","17.1667"
"1","2.4","0.2","1.5","0.5","0.5","1.589208","15.28982"
"2","2.4","0.2","1.5","0.5","0.5","1.435388","14.74804"
"3","2.4","0.2","1.5","0.5","0.5","1.540326","15.16565"
"4","2.4","0.2","1.5","0.5","0.5","1.579038","14.90359"
"5","2.4","0.2","1.5","0.5","0.5","1.809939","20.33678"
"1","2.4","0.3","1.5","0.5","0.5","1.833333","22.66913"
"2","2.4","0.3","1.5","0.5","0.5","1.833333","22.66913"
"3","2.4","0.3","1.5","0.5","0.5","1.833333","22.66913"
"4","2.4","0.3","1.5","0.5","0.5","1.833333","22.66913"
"5","2.4","0.3","1.5","0.5","0.5","1.833333","22.66913"
"1","2.4","0.4","1.5","0.5","0.5","1.833333","22.66913"
"2","2.4","0.4","1.5","0.5","0.5","1.833333","22.66913"
"3","2.4","0.4","1.5","0.5","0.5","1.833333","22.66913"
"4","2.4","0.4","1.5","0.5","0.5","1.833333","22.66913"
"5","2.4","0.4","1.5","0.5","0.5","1.833333","22.66913"
"1","2.4","0.5","1.5","0.5","0.5","1.833333","22.66913"
"2","2.4","0.5","1.5","0.5","0.5","1.833333","22.66913"
"3","2.4","0.5","1.5","0.5","0.5","1.833333","22.66913"
"4","2.4","0.5","1.5","0.5","0.5","1.833333","22.66913"
"5","2.4","0.5","1.5","0.5","0.5","1.833333","22.66913"
"1","2.4","0.1","2","0.5","0.5","1.911425","19.25254"
"2","2.4","0.1","2","0.5","0.5","1.595328","13.26687"
"3","2.4","0.1","2","0.5","0.5","1.508427","11.54659"
"4","2.4","0.1","2","0.5","0.5","1.672023","14.72779"
"5","2.4","0.1","2","0.5","0.5","1.520229","11.7496"
"1","2.4","0.2","2","0.5","0.5","1.556683","14.73259"
"2","2.4","0.2","2","0.5","0.5","1.531459","14.8407"
"3","2.4","0.2","2","0.5","0.5","1.52836","14.774"
"4","2.4","0.2","2","0.5","0.5","1.489201","13.977"
"5","2.4","0.2","2","0.5","0.5","1.558774","14.42095"
"1","2.4","0.3","2","0.5","0.5","1.833333","22.66913"
"2","2.4","0.3","2","0.5","0.5","1.833333","22.66913"
"3","2.4","0.3","2","0.5","0.5","1.833333","22.66913"
"4","2.4","0.3","2","0.5","0.5","1.833333","22.66913"
"5","2.4","0.3","2","0.5","0.5","1.833333","22.66913"
"1","2.4","0.4","2","0.5","0.5","1.833333","22.66913"
"2","2.4","0.4","2","0.5","0.5","1.833333","22.66913"
"3","2.4","0.4","2","0.5","0.5","1.833333","22.66913"
"4","2.4","0.4","2","0.5","0.5","1.833333","22.66913"
"5","2.4","0.4","2","0.5","0.5","1.833333","22.66913"
"1","2.4","0.5","2","0.5","0.5","1.833333","22.66913"
"2","2.4","0.5","2","0.5","0.5","1.833333","22.66913"
"3","2.4","0.5","2","0.5","0.5","1.833333","22.66913"
"4","2.4","0.5","2","0.5","0.5","1.833333","22.66913"
"5","2.4","0.5","2","0.5","0.5","1.833333","22.66913"
"1","2.4","0.1","0","1","0.5","1.523811","2.044575"
"2","2.4","0.1","0","1","0.5","1.451149","2.121633"
"3","2.4","0.1","0","1","0.5","1.470215","2.797781"
"4","2.4","0.1","0","1","0.5","1.523759","2.055244"
"5","2.4","0.1","0","1","0.5","1.470212","2.797782"
"1","2.4","0.2","0","1","0.5","1.600837","3.409291"
"2","2.4","0.2","0","1","0.5","1.181027","4.609316"
"3","2.4","0.2","0","1","0.5","1.181027","4.628085"
"4","2.4","0.2","0","1","0.5","1.425948","2.863524"
"5","2.4","0.2","0","1","0.5","1.181027","4.628085"
"1","2.4","0.3","0","1","0.5","1.833333","22.66913"
"2","2.4","0.3","0","1","0.5","1.833333","22.66913"
"3","2.4","0.3","0","1","0.5","1.833333","22.66913"
"4","2.4","0.3","0","1","0.5","1.833333","22.66913"
"5","2.4","0.3","0","1","0.5","1.833333","22.66913"
"1","2.4","0.4","0","1","0.5","1.833333","22.66913"
"2","2.4","0.4","0","1","0.5","1.833333","22.66913"
"3","2.4","0.4","0","1","0.5","1.833333","22.66913"
"4","2.4","0.4","0","1","0.5","1.833333","22.66913"
"5","2.4","0.4","0","1","0.5","1.833333","22.66913"
"1","2.4","0.5","0","1","0.5","1.833333","22.66913"
"2","2.4","0.5","0","1","0.5","1.833333","22.66913"
"3","2.4","0.5","0","1","0.5","1.833333","22.66913"
"4","2.4","0.5","0","1","0.5","1.833333","22.66913"
"5","2.4","0.5","0","1","0.5","1.833333","22.66913"
"1","2.4","0.1","0.5","1","0.5","1.625192","7.203643"
"2","2.4","0.1","0.5","1","0.5","1.479407","4.20686"
"3","2.4","0.1","0.5","1","0.5","1.348652","3.753423"
"4","2.4","0.1","0.5","1","0.5","1.479302","4.197595"
"5","2.4","0.1","0.5","1","0.5","1.414976","3.724785"
"1","2.4","0.2","0.5","1","0.5","1.245359","4.455104"
"2","2.4","0.2","0.5","1","0.5","1.181027","4.609316"
"3","2.4","0.2","0.5","1","0.5","1.181027","4.628085"
"4","2.4","0.2","0.5","1","0.5","1.245348","4.458854"
"5","2.4","0.2","0.5","1","0.5","1.181027","4.628085"
"1","2.4","0.3","0.5","1","0.5","1.833333","22.66913"
"2","2.4","0.3","0.5","1","0.5","1.833333","22.66913"
"3","2.4","0.3","0.5","1","0.5","1.833333","22.66913"
"4","2.4","0.3","0.5","1","0.5","1.833333","22.66913"
"5","2.4","0.3","0.5","1","0.5","1.833333","22.66913"
"1","2.4","0.4","0.5","1","0.5","1.833333","22.66913"
"2","2.4","0.4","0.5","1","0.5","1.833333","22.66913"
"3","2.4","0.4","0.5","1","0.5","1.833333","22.66913"
"4","2.4","0.4","0.5","1","0.5","1.833333","22.66913"
"5","2.4","0.4","0.5","1","0.5","1.833333","22.66913"
"1","2.4","0.5","0.5","1","0.5","1.833333","22.66913"
"2","2.4","0.5","0.5","1","0.5","1.833333","22.66913"
"3","2.4","0.5","0.5","1","0.5","1.833333","22.66913"
"4","2.4","0.5","0.5","1","0.5","1.833333","22.66913"
"5","2.4","0.5","0.5","1","0.5","1.833333","22.66913"
"1","2.4","0.1","1","1","0.5","1.797472","16.76335"
"2","2.4","0.1","1","1","0.5","1.774955","16.33656"
"3","2.4","0.1","1","1","0.5","1.699353","14.65783"
"4","2.4","0.1","1","1","0.5","1.774999","16.33723"
"5","2.4","0.1","1","1","0.5","1.699062","14.65237"
"1","2.4","0.2","1","1","0.5","1.599502","15.82823"
"2","2.4","0.2","1","1","0.5","1.566847","15.02047"
"3","2.4","0.2","1","1","0.5","1.693505","17.51735"
"4","2.4","0.2","1","1","0.5","1.501994","6.854359"
"5","2.4","0.2","1","1","0.5","1.632344","16.84249"
"1","2.4","0.3","1","1","0.5","1.833333","22.66913"
"2","2.4","0.3","1","1","0.5","1.833333","22.66913"
"3","2.4","0.3","1","1","0.5","1.833333","22.66913"
"4","2.4","0.3","1","1","0.5","1.833333","22.66913"
"5","2.4","0.3","1","1","0.5","1.833333","22.66913"
"1","2.4","0.4","1","1","0.5","1.833333","22.66913"
"2","2.4","0.4","1","1","0.5","1.833333","22.66913"
"3","2.4","0.4","1","1","0.5","1.833333","22.66913"
"4","2.4","0.4","1","1","0.5","1.833333","22.66913"
"5","2.4","0.4","1","1","0.5","1.833333","22.66913"
"1","2.4","0.5","1","1","0.5","1.833333","22.66913"
"2","2.4","0.5","1","1","0.5","1.833333","22.66913"
"3","2.4","0.5","1","1","0.5","1.833333","22.66913"
"4","2.4","0.5","1","1","0.5","1.833333","22.66913"
"5","2.4","0.5","1","1","0.5","1.833333","22.66913"
"1","2.4","0.1","1.5","1","0.5","1.705712","15.86745"
"2","2.4","0.1","1.5","1","0.5","1.705712","15.86745"
"3","2.4","0.1","1.5","1","0.5","1.751489","16.48281"
"4","2.4","0.1","1.5","1","0.5","1.605123","14.78107"
"5","2.4","0.1","1.5","1","0.5","1.751489","16.48281"
"1","2.4","0.2","1.5","1","0.5","1.485354","12.84998"
"2","2.4","0.2","1.5","1","0.5","1.527367","14.94699"
"3","2.4","0.2","1.5","1","0.5","1.535487","14.42339"
"4","2.4","0.2","1.5","1","0.5","1.524249","12.6277"
"5","2.4","0.2","1.5","1","0.5","1.689088","17.54482"
"1","2.4","0.3","1.5","1","0.5","1.833333","22.66913"
"2","2.4","0.3","1.5","1","0.5","1.833333","22.66913"
"3","2.4","0.3","1.5","1","0.5","1.833333","22.66913"
"4","2.4","0.3","1.5","1","0.5","1.833333","22.66913"
