sample_id,LymphocytesPN,StromaPN,TumorPN,LymphocytesSN,StromaSN,TumorSN
TCGA.95.A4VP,0.087548317,1.050313702,5.185058455,0.000928831,0.010262812,0.988808357
TCGA.97.7547,1.251223102,16.78344119,18.79764737,0.021964327,0.443377196,0.534658477
TCGA.97.7552,1.484769295,14.59266816,18.59327574,0.020819885,0.188792191,0.790387924
TCGA.97.7554,1.998115683,0.810964049,6.694876181,0.023773362,0.007537991,0.968688647
TCGA.97.7937,0.140482905,1.938766245,5.808781881,0.001409805,0.030422639,0.968167557
TCGA.97.7938,0.155756635,10.11280611,14.36175668,0.001620792,0.278875093,0.719504116
TCGA.97.7941,0.604975155,12.18789708,15.28324558,0.012058421,0.279594167,0.708347412
TCGA.97.8171,0,3.067040183,9.392465681,0,0.049010328,0.950989672
TCGA.97.8172,0.570506816,12.74203569,13.96179566,0.009481408,0.268259109,0.722259483
TCGA.97.8175,1.376186677,6.701084251,11.2552836,0.030877435,0.102673558,0.866449007
TCGA.97.8177,0.348784496,6.918104345,10.08729455,0.006194571,0.101290095,0.892515334
TCGA.97.8179,0.481633261,6.617245198,10.69406069,0.008165473,0.165907732,0.825926794
TCGA.97.8552,1.196805695,15.75383603,15.72194372,0.039032872,0.446376859,0.514590269
TCGA.97.A4LX,0.526692042,11.473703,15.90695305,0.009404063,0.315132964,0.675462973
TCGA.97.A4M0,2.82147493,9.697285024,14.63876502,0.086503225,0.147213445,0.76628333
TCGA.97.A4M1,2.262477224,12.91965503,19.13666602,0.021328581,0.196503271,0.782168148
TCGA.97.A4M2,5.920248968,3.172135529,12.28449666,0.094926008,0.073196994,0.831876998
TCGA.97.A4M3,1.133010099,9.363366707,13.28043647,0.034564404,0.147517254,0.817918342
TCGA.97.A4M5,1.347678013,11.59848422,12.15989187,0.03973691,0.528152218,0.432110872
TCGA.97.A4M6,0.414340976,13.12565047,16.81171339,0.005308369,0.315294371,0.67939726
TCGA.97.A4M7,1.315591529,5.441216236,12.21164453,0.023683259,0.093797769,0.882518972
TCGA.99.8025,0.024274223,20.24659649,18.67095874,0.000160827,0.61545725,0.384381923
TCGA.99.8028,0,8.45423754,3.741962893,0,0.919994975,0.080005025
TCGA.99.8032,0.454286643,12.75207119,11.19012691,0.006173828,0.640330321,0.35349585
TCGA.99.8033,0.47790692,16.76917474,16.71380012,0.007321136,0.540792375,0.451886489
TCGA.99.AA5R,3.85506862,12.0889306,4.687642299,0.097818796,0.827287966,0.074893238
TCGA.J2.8192,0.002714288,13.38281204,13.99381478,5.33E-06,0.338788046,0.661206624
TCGA.J2.8194,0.071709313,2.756804838,8.66151568,0.000642047,0.036703777,0.962654176
TCGA.L4.A4E5,3.319743236,7.117689645,12.89199735,0.048629736,0.135863286,0.815506978
TCGA.L9.A50W,2.60790251,1.012408754,7.654670205,0.034425875,0.015635744,0.949938381
TCGA.L9.A5IP,0.859871384,0.189409621,5.069151702,0.013737816,0.001542239,0.984719945
TCGA.L9.A743,1.257533136,13.35399043,11.20460632,0.027616274,0.651740574,0.320643152
TCGA.L9.A7SV,0.562437392,2.890386859,7.015864898,0.007354973,0.037742215,0.954902812
TCGA.L9.A8F4,2.44362352,5.951020453,11.12694934,0.037654001,0.107893047,0.854452952
TCGA.MN.A4N1,0.03312338,8.599557343,10.64763139,0.000306977,0.214849578,0.784843445
TCGA.MN.A4N4,0.292902542,12.68187154,12.56982607,0.004388437,0.449806718,0.545804845
TCGA.MN.A4N5,0.07364694,11.9621157,11.85106414,0.0007301,0.362029223,0.637240677
TCGA.NJ.A4YF,1.083559105,3.801803435,8.749855455,0.010716885,0.050947989,0.938335126
TCGA.NJ.A4YG,0.359731756,16.24161993,15.40018254,0.004809201,0.564558942,0.430631857
TCGA.NJ.A4YI,0.515854032,11.58469271,13.29039509,0.007150033,0.30987028,0.682979687
TCGA.NJ.A4YQ,3.68836227,16.43006764,16.4824688,0.062063033,0.482466912,0.455470055
TCGA.NJ.A55A,3.341327989,15.10191817,16.91256712,0.077861147,0.436846756,0.485292097
TCGA.NJ.A55O,0.457282272,7.664700672,13.61249569,0.008619899,0.120562545,0.870817555
TCGA.NJ.A55R,0.987030497,17.45058312,15.42162307,0.014228428,0.657282891,0.328488681
TCGA.O1.A52J,1.361674778,5.076965632,11.37319417,0.024021309,0.101185489,0.874793202
TCGA.78.8648,0,13.74839575,10.54912769,0,0.74587394,0.25412606
TCGA.86.8054,0,10.94003589,11.43039265,0,0.232383299,0.767616701
mean,1.095972532,10.62873068,12.85041471,0.020966722,0.324954669,0.654195719
median,0.362133069,12.0144818,13.11337927,0.005231926,0.278566637,0.69925453
min,0,0.023547198,1.184136213,0,0.000205315,0.014331474
max,16.90352897,23.09886346,23.0250146,0.542415803,0.968008067,0.999195187
